traffic_report_id,published_date,issue_reported,latitude,longitude,address,traffic_report_status,agency
E1687F7478020253F747B6F9BAF48D571471B18C_1569273457,2019-09-23T21:17:37.000Z,TRFC HAZD/ DEBRIS,30.475995,-97.947067,19200 W REED PARKS RD,ARCHIVED,
6F510F4A180384CE18F926AB595E20AE16FA1E2E_1563091762,2019-07-14T08:09:22.000Z,Crash Urgent,30.196989,-97.752856,5413 Peppertree Pkwy,ARCHIVED,
DC1E5E97B303462F6C9A009994F17FB83D9F7624_1567107482,2019-08-29T19:38:02.000Z,Traffic Hazard,30.15762,-97.742007,Thaxton Rd & Running Water Dr,ARCHIVED,
FA59FADCBF0CEF35D5DFDA0B2B7308474E16F44E_1561211661,2019-06-22T13:54:21.000Z,COLLISION,30.164182,-97.692911,S Us 183 Hwy Sb & Fm 812 Rd,ARCHIVED,
99DBAF29F2C835CC4DFB0FC794B4B9ABDC8E2A66_1560503238,2019-06-14T09:07:18.000Z,COLLISION,30.232507,-97.62748,S Fm 973 Rd & Harold Green Rd,ARCHIVED,
FBCE66F99C809283638F344ECB3D50674EA64189_1566424760,2019-08-21T21:59:20.000Z,Traffic Hazard,30.380992,-97.671211,Riddlewood Dr & Spring Hill Dr,ARCHIVED,
AD5955C8503631249178DE05628E1434AAD35AF0_1568840243,2019-09-18T20:57:23.000Z,Crash Service,30.44395,-97.8329,10505 N FM 620 RD,ARCHIVED,
929F9640BC8269918A6209919A8E2CC25EC65BF6_1560022188,2019-06-08T19:29:48.000Z,Traffic Hazard,30.215708,-97.893112,7300-7522 W Slaughter Ln,ARCHIVED,
F350D780EA8AAA48030B4DB64F790C14DBCD757F_1562623153,2019-07-08T21:59:13.000Z,Traffic Hazard,30.289451,-97.723124,3100 N IH 35 SB,ARCHIVED,
A7537704A51082E97575A56E9B975D89ED97FBAD_1567533987,2019-09-03T18:06:27.000Z,Crash Service,30.225274,-97.773023,621 Radam Ln,ARCHIVED,
AEE655773D856FB038536ADCFD6472FC7543463E_1566611920,2019-08-24T01:58:40.000Z,Crash Urgent,30.223409,-97.763598,S CONGRESS AVE & E BEN WHITE BLVD SVRD WB,ARCHIVED,
63B15C94F3EA3F01CFAF04A6732A0333968EAF29_1565883011,2019-08-15T15:30:11.000Z,Traffic Hazard,30.173732,-97.823779,1900-1918 W Slaughter Ln,ARCHIVED,
C6112F01865686C1DA31B7E721515A89A03E0F0E_1561220961,2019-06-22T16:29:21.000Z,Traffic Hazard,30.387004,-97.648592,Dessau Rd & E Parmer Ln,ARCHIVED,
366ED27E3ED6AB3618F8E6CBFF6D423B53BC459D_1568668866,2019-09-16T21:21:06.000Z,COLLISION,30.449352,-97.667152,15300-15500 N IH 35 SVRD SB,ARCHIVED,
3433C310742F1C73C2CD2622BFC3CFB7C6D25350_1568562036,2019-09-15T15:40:36.000Z,Crash Service,30.317682,-97.707005,5701 N Ih 35 Svrd Nb,ARCHIVED,
5D1BDAE6389C2A1988415D2F9B9EC2070341371D_1569242481,2019-09-23T12:41:21.000Z,TRFC HAZD/ DEBRIS,30.363267,-97.603535,6901-7125 E PARMER LN,ARCHIVED,
871C239CCC397E937272817BA4B58F48AF0BC3BC_1565900570,2019-08-15T20:22:50.000Z,TRFC HAZD/ DEBRIS,30.454191,-97.656137,16030-16059 Central Commerce Dr,ARCHIVED,
FBC7843ACD866F53F17A92B81B4F1D95AD543B38_1569030875,2019-09-21T01:54:35.000Z,Crash Urgent,30.481974,-97.803042,14111-14225 N 183a Hwy Svrd Nb,ARCHIVED,
4AC7E515771155A9EFA63AC6840EA7199C222C96_1561047432,2019-06-20T16:17:12.000Z,Traffic Hazard,30.198732,-97.688456,Mc Kinney Falls Pkwy & Mc Call Ln,ARCHIVED,
F7CB489B88FEBCB7886035D43260E3689936C893_1566048577,2019-08-17T13:29:37.000Z,Traffic Hazard,30.30428,-97.748664,3300 Shoal Creek Blvd,ARCHIVED,
E090209B1D0C5D080509EDB9A76D409459F62679_1564694761,2019-08-01T21:26:01.000Z,COLLISION,30.348861,-97.555963,E US 290 HWY WB & LEXINGTON ST,ARCHIVED,
16D019226888EB13A33C853802B1AA72DF6C7AC1_1561073237,2019-06-20T23:27:17.000Z,Traffic Hazard,30.407759,-97.678704,1101-1111 W Parmer Ln,ARCHIVED,
4D7A59E87E6CA367E15179C5C0D1403589E5D66B_1562484960,2019-07-07T07:36:00.000Z,Crash Service,30.241779,-97.72828,1919 E Riverside Dr,ARCHIVED,
F3E096CD9F00B10DB0E74FD154A60D00F11E6308_1566105013,2019-08-18T05:10:13.000Z,zSTALLED VEHICLE,30.321693,-97.706371,N Ih 35 Svrd Nb & E Us 290 Hwy Svrd Eb,ARCHIVED,
E90E88C880E48E96024E634381BA1AD4888E72E0_1559686483,2019-06-04T22:14:43.000Z,Crash Urgent,30.240452,-97.727292,2021 E Riverside Dr,ARCHIVED,
80CB5A19FE9C8F7B1DFB602B6CE549E3B82A3DBF_1562014543,2019-07-01T20:55:43.000Z,COLLISION,30.257824,-97.612754,11400-BLK FM 969 RD,ARCHIVED,
86C13B98063F4A1489084FA4188FADDEAAD2162B_1563210267,2019-07-15T17:04:27.000Z,Traffic Hazard,30.332667,-97.704364,7100 N Ih 35 Sb,ARCHIVED,
06072EB4F0454CBD924930E1FD2F06787E77D416_1566052352,2019-08-17T14:32:32.000Z,Traffic Hazard,30.391173,-97.721752,Burnet Rd & W Braker Ln,ARCHIVED,
9EDD4E291A67381BACE3EA4E5C60E1CC34C9E78E_1567744555,2019-09-06T04:35:55.000Z,Traffic Hazard,30.270326,-97.715179,2200-2225 Rosewood Ave,ARCHIVED,
E9CD53DDAF92AE319B97BE468E175CEF0D6198E1_1569955389,2019-10-01T18:43:09.000Z,Traffic Hazard,30.31865,-97.755932,4400 N Mopac Expy Nb,ARCHIVED,
7EF9F14B2A0065D1F278DDDEAAC25164AAF069D2_1568833480,2019-09-18T19:04:40.000Z,Crash Service,30.356692,-97.746922,N Mopac Expy Svrd Sb & Greystone Dr,ARCHIVED,
0F85D55F03E24BEEBF29AA28050587A8E1DB7EEF_1563557477,2019-07-19T17:31:17.000Z,COLLISION,30.261601,-97.814908,2600-blk S CAPITAL OF TEXAS HWY NB,ARCHIVED,
A30610AEC7126A57209B8C2778E97D17BFCBA1FC_1569166702,2019-09-22T15:38:22.000Z,Crash Urgent,30.426251,-97.754178,12212-12224 Research Blvd Svrd Sb,ARCHIVED,
F267B8E5A7E8B7E956D2278FCC345757478B3703_1561394253,2019-06-24T16:37:33.000Z,COLLISION,30.438559,-97.672417,1720 W Wells Branch Pkwy,ARCHIVED,
F161352BF65F5538C0F15D5951D7F07B930D1094_1561948600,2019-07-01T02:36:40.000Z,Crash Urgent,30.21963,-97.743908,PARKER LN & WOODWARD ST,ARCHIVED,
F19483C6A9FBACFEBFF05EB372439D8C0403745F_1559860145,2019-06-06T22:29:05.000Z,Crash Urgent,30.388471,-97.734476,9600-10551 N Mopac Expy Nb,ARCHIVED,
C1D262A03495880AB003DDE6D06A10E9E84013F5_1566563772,2019-08-23T12:36:12.000Z,Traffic Hazard,30.322422,-97.675011,Geneva Dr & Charlton Dr,ARCHIVED,
54F9C5DB018042C5624C67DC1DE588C11164E3AC_1562960906,2019-07-12T19:48:26.000Z,Crash Urgent,30.193983,-97.884865,LA CROSSE AVE & ESCARPMENT BLVD,ARCHIVED,
AEE6E7CBA08370F8E346C2A6268372C40BE71FB7_1569966604,2019-10-01T21:50:04.000Z,Crash Service,30.164157,-97.788225,9300 S Ih 35 Svrd Sb,ARCHIVED,
E6F8447A0C2028A9723BD1FCBBD48B0AA5F2EBA0_1559809966,2019-06-06T08:32:46.000Z,Traffic Hazard,30.177241,-97.748254,S Pleasant Valley Rd & Onion Creek Dr,ARCHIVED,
238379312CE0582D796B45F42AD3E6310A2F2F8A_1560967944,2019-06-19T18:12:24.000Z,Crash Service,30.392165,-97.746823,10000 Research Blvd Svrd Sb,ARCHIVED,
FB3099D0EB4C3EDFA0DB61100342D1EBDFD8E479_1569874070,2019-09-30T20:07:50.000Z,TRFC HAZD/ DEBRIS,30.34821,-97.806158,BUNNY RUN & CHARLES AVE,ARCHIVED,
DF8DF54B701DD50F5DA8FE5C2A2596EFE84A7B05_1566567177,2019-08-23T13:32:57.000Z,Crash Service,30.34318,-97.697981,N Ih 35 Svrd Sb & E Wonsley Dr,ARCHIVED,
DC1E5E97B303462F6C9A009994F17FB83D9F7624_1563912960,2019-07-23T20:16:00.000Z,Crash Urgent,30.36742,-97.706236,W Rundberg Ln & Parkfield Dr,ARCHIVED,
DC229A47243AD58815F1EAD9729DE3B340FE4824_1560660711,2019-06-16T04:51:51.000Z,Crash Service,30.2677,-97.737918,E 7th St & Neches St,ARCHIVED,
88C79C1DC9D13B2B592B9057730DF504809A43C1_1569223900,2019-09-23T07:31:40.000Z,TRFC HAZD/ DEBRIS,30.34319,-97.541615,12100-12214 OLD HWY 20,ARCHIVED,
99D746FCE4F09B8397F84131B830A865AB4308E1_1567537988,2019-09-03T19:13:08.000Z,Traffic Hazard,30.286929,-97.753111,2201 N Lamar Blvd,ARCHIVED,
86C13B98063F4A1489084FA4188FADDEAAD2162B_1561044764,2019-06-20T15:32:44.000Z,Traffic Hazard,30.371533,-97.757225,Spicewood Springs Rd & Mesa Dr,ARCHIVED,
03C342A614E0FB0E7B273BB21C094392F520AC28_1561519680,2019-06-26T03:28:00.000Z,Crash Service,30.213834,-97.769618,4801 S Congress Ave,ARCHIVED,
10EE533687066D04D8C069BAEE84FF534B36CA92_1569023718,2019-09-20T23:55:18.000Z,Crash Service,30.295654,-97.743937,2828 Rio Grande St,ARCHIVED,
31E32558FDF2ACFA6E47AFEFA271580600D36202_1562621047,2019-07-08T21:24:07.000Z,Traffic Hazard,30.208448,-97.781513,W Stassney Ln & S 1st St,ARCHIVED,
297BEB01DD21C5A2AAD009DA6ABB91D4BC0FDC6D_1563568301,2019-07-19T20:31:41.000Z,Crash Urgent,30.316153,-97.733577,4701-4751 N Lamar Blvd,ARCHIVED,
3618330405CD5B4442F29655D0FD0538A8AEBF83_1563279378,2019-07-16T12:16:18.000Z,Crash Service,30.423659,-97.671305,13609 N Ih 35 Svrd Nb,ARCHIVED,
142B577AA1967D757715FA937CC10D50E5814A4A_1562777539,2019-07-10T16:52:19.000Z,Traffic Hazard,30.265705,-97.747507,200-217 Guadalupe St,ARCHIVED,
7D5067934C8A2B1555869FB30AAC52562CCD6BD1_1560779043,2019-06-17T13:44:03.000Z,COLLISION,30.404712,-97.583887,N SH 130 SVRD SB & CAMERON RD,ARCHIVED,
45E7CD730BC7DE3EA89EB190D1D1BDF4F3969F07_1564018696,2019-07-25T01:38:16.000Z,Traffic Hazard,30.293693,-97.678106,3201-4503 E 51ST ST,ARCHIVED,
3F15B9957ADE0433FC133BEDE90851E29476E9B9_1569963247,2019-10-01T20:54:07.000Z,Crash Urgent,30.348105,-97.735862,7000-7210 Burnet Rd,ARCHIVED,
2E5A616A2CB3B91852EAFE6C9F29C186CC2EFD2E_1560540102,2019-06-14T19:21:42.000Z,Crash Service,30.405249,-97.663949,E Parmer Ln & Mc Callen Pass,ARCHIVED,
CC0152FF71FC8243F70C8E8478BD7DE2AA387E2C_1566346356,2019-08-21T00:12:36.000Z,Crash Service,30.430854,-97.763557,12602 Research Blvd Svrd Sb,ARCHIVED,
18DD8025688A8458D55DABF67D5CE9D57E155B82_1568032816,2019-09-09T12:40:16.000Z,Crash Service,30.32378,-97.705809,6121 N Ih 35 Svrd Nb,ARCHIVED,
CD53E2929FBF6B1F6F2069F6FFE5976FD5C31536_1559746169,2019-06-05T14:49:29.000Z,Crash Urgent,30.266014,-97.767273,Barton Springs Rd & Lou Neff Rd,ARCHIVED,
0E55C1A2D589C70E5CFE4C2ECDB1CCD2607AA44F_1567807828,2019-09-06T22:10:28.000Z,Traffic Hazard,30.342202,-97.697378,800-935 Norwood Park Blvd,ARCHIVED,
6639A80483FE6E8AB03511DDBCCCAAB4A18BAD32_1569689086,2019-09-28T16:44:46.000Z,Crash Service,30.357225,-97.686122,850 E Rundberg Ln,ARCHIVED,
566EE6D19FEF04459D959B08349D6C07B3A309A2_1561325921,2019-06-23T21:38:41.000Z,Traffic Hazard,30.419103,-97.746443,Research Blvd Svrd Nb & Duval Rd,ARCHIVED,
AD5EFBFC94BA12B4C7A5DD1040E58407E4D5D2E6_1563367774,2019-07-17T12:49:34.000Z,Traffic Hazard,30.31229,-97.715319,5100-5199 Airport Blvd,ARCHIVED,
2CD51A08F334E5E7DCEEE490538DDC8FC00DD554_1559771055,2019-06-05T21:44:15.000Z,TRFC HAZD/ DEBRIS,30.295874,-97.828725,Fm 2244 Rd & 2244 To Cap Tx Sb Ramp,ARCHIVED,
BDC4507C99776067623F8CAB774CC5C1B9E6FC47_1569413402,2019-09-25T12:10:02.000Z,Traffic Hazard,30.375999,-97.705012,Mountain Quail Rd & Mearns Meadow Blvd,ARCHIVED,
B01F67ADB17354737D273B0CAE8D36366B08AF91_1564781977,2019-08-02T21:39:37.000Z,Crash Urgent,30.335629,-97.588267,11200-11325 N SH 130 NB,ARCHIVED,
7D4424E40C2C317E20A604552DE29589E03390B2_1566237217,2019-08-19T17:53:37.000Z,Traffic Hazard,30.283555,-97.765238,700-1107 N Mopac Expy Nb,ARCHIVED,
94B0B7EB4E3826979082AFFC082954D7A100C6E4_1566520165,2019-08-23T00:29:25.000Z,COLLISION,30.068445,-97.715983,6804 Old Lockhart Hwy,ARCHIVED,
EBF5283D22437BB974F4248BA0EC4E90F26D32CB_1561185347,2019-06-22T06:35:47.000Z,Traffic Hazard,30.333895,-97.755845,5100 N Mopac Expy Sb,ARCHIVED,
4C76A173C69F01E6BA2F875F402C57F1C2FEC19B_1564996273,2019-08-05T09:11:13.000Z,Traffic Hazard,30.400566,-97.702997,Metric Blvd & Stonehollow Dr,ARCHIVED,
B8509B02CC4C001875E9FCB20F3C7C0DF970B5A0_1563317061,2019-07-16T22:44:21.000Z,Crash Service,30.358813,-97.670861,Meadowmear Dr & Dessau Rd,ARCHIVED,
BA039662FD2124B4584B5D7345718B669B96617B_1566995913,2019-08-28T12:38:33.000Z,Crash Urgent,30.328212,-97.691022,7300-7322 CAMERON RD,ARCHIVED,
C78296AA3AA7F4083D9C41486953ADED522A1F26_1563408531,2019-07-18T00:08:51.000Z,Crash Service,30.324747,-97.737052,Joe Sayers Ave & W North Loop Blvd,ARCHIVED,
183723726A927563AD46963F2138CC147D04CEA0_1565978670,2019-08-16T18:04:30.000Z,Traffic Hazard,30.373504,-97.726291,Burnet Rd & Research Blvd Svrd Nb,ARCHIVED,
8B89A87165FE948DADEA6360F33A38D217F3D244_1562638550,2019-07-09T02:15:50.000Z,Traffic Hazard,30.437956,-97.818747,10805 Broken Brook Cv,ARCHIVED,
0419AA9EEA9D9BE6D70580D8F6C852622FCC00E5_1564518417,2019-07-30T20:26:57.000Z,COLLISION,30.51915,-97.951449,19700-21028 Lindeman Ln,ARCHIVED,
AEE655773D856FB038536ADCFD6472FC7543463E_1560139976,2019-06-10T04:12:56.000Z,Crash Urgent,30.183523,-97.849809,W Slaughter Ln & Brodie Ln,ARCHIVED,
270EBCCA3BA16D800F173FE553E41E1A282156AB_1566658644,2019-08-24T14:57:24.000Z,Crash Urgent,30.361027,-97.693555,100-198 W Rundberg Ln,ARCHIVED,
F594216AB73D45120DC603E926DA86C1AE918428_1568988724,2019-09-20T14:12:04.000Z,Traffic Hazard,30.393714,-97.728578,3301-3425 W Braker Ln,ARCHIVED,
2121F1B445F6128E8547C4ECA7101700248D4C1A_1566515736,2019-08-22T23:15:36.000Z,Crash Urgent,30.218827,-97.691372,7682-7688 E Ben White Blvd Svrd Wb,ARCHIVED,
9B81AB8B62E90FA70A75B819D6F773CC281D6F75_1560782219,2019-06-17T14:36:59.000Z,Crash Urgent,30.260241,-97.709446,700-713 N PLEASANT VALLEY RD,ARCHIVED,
99615B42BAC42A45678BD812782B17BE64C4C6A5_1561634832,2019-06-27T11:27:12.000Z,Traffic Hazard,30.101449,-97.811994,13800 S IH 35 NB,ARCHIVED,
4E21B680CC0AAD7B3AE6B2DF22F941E3081BC0B9_1561571539,2019-06-26T17:52:19.000Z,Crash Service,30.313464,-97.737571,N Lamar Blvd & W 45th St,ARCHIVED,
3807AC7D80021434C1C1D9029D3FEFC5986D354F_1567998436,2019-09-09T03:07:16.000Z,Crash Urgent,30.434316,-97.731763,W Parmer Ln & Legendary Dr,ARCHIVED,
813298B7BB778999A37F02076A5C54131CFFF6B5_1569245580,2019-09-23T13:33:00.000Z,Crash Urgent,30.220638,-97.672856,1600-1709 E Sh 71 Wb,ARCHIVED,
D20C6623E24CF210D24B32B8C04191C4013E18F0_1560656219,2019-06-16T03:36:59.000Z,Traffic Hazard,30.473633,-97.779655,13537-13629 N Sh 45 W Eb,ARCHIVED,
0E55C1A2D589C70E5CFE4C2ECDB1CCD2607AA44F_1566427381,2019-08-21T22:43:01.000Z,Traffic Hazard,30.267683,-97.741454,200 E 6th St,ARCHIVED,
D4E1ACA5DD0E4965A2A66E1256E5B25A346A759B_1567545776,2019-09-03T21:22:56.000Z,Traffic Hazard,30.207196,-97.8154,West Gate Blvd & W William Cannon Dr,ARCHIVED,
16D019226888EB13A33C853802B1AA72DF6C7AC1_1567901585,2019-09-08T00:13:05.000Z,Traffic Hazard,30.233323,-97.797421,4100-4212 S Lamar Blvd Nb,ARCHIVED,
1337657643FD0D52AC5E7876743A129134FB40A7_1567132633,2019-08-30T02:37:13.000Z,Crash Service,30.311577,-97.665988,6800 Manor Rd,ARCHIVED,
A5545296721299579E56C41888BD3B60E9287B43_1562720868,2019-07-10T01:07:48.000Z,Traffic Hazard,30.330469,-97.633511,9436-9498 E Us 290 Hwy Svrd Wb,ARCHIVED,
1EB904B6D0C2A41AF59E2D1FDD0E10624D94C81A_1564432373,2019-07-29T20:32:53.000Z,Traffic Hazard,30.335252,-97.806242,Westlake Dr & N Capital Of Texas Hwy Nb,ARCHIVED,
3316F65321E6E08D1490852D942C34F35E0BDB13_1559493249,2019-06-02T16:34:09.000Z,Traffic Hazard,30.2226,-97.747945,3000-3500 S Ih 35 Sb,ARCHIVED,
3B8BE1DDB4D49FC85D469A4AE81BA0D8FEC52157_1562281254,2019-07-04T23:00:54.000Z,Crash Service,30.263988,-97.816536,3688-3689 Stoneridge Rd,ARCHIVED,
2679177AB72E21C72B67D96BEC06F5F0E2E70CD9_1564316170,2019-07-28T12:16:10.000Z,Crash Service,30.387468,-97.648415,12304 Dessau Rd,ARCHIVED,
F2AB78F5097F975794065615DC6F9DA887CDA3C0_1564818978,2019-08-03T07:56:18.000Z,Traffic Hazard,30.375077,-97.677241,11100 N Ih 35 Nb,ARCHIVED,
5982FD0F37D93127B4D15129788CC3DE204635A9_1565622495,2019-08-12T15:08:15.000Z,Traffic Hazard,30.384773,-97.692834,W Braker Ln & Austin Park Ln,ARCHIVED,
D584553119A41BDAF5910302B5C7771774ABCD4D_1567083493,2019-08-29T12:58:13.000Z,Traffic Hazard,30.265629,-97.734205,N Ih 35 Svrd Nb & E 6th St,ARCHIVED,
28242F1D302696F577218BB85FBAAFECA44761A7_1566740226,2019-08-25T13:37:06.000Z,TRFC HAZD/ DEBRIS,30.308507,-97.79729,1800-2119 TORO CANYON RD,ARCHIVED,
CAAF958A3B5A7343A3313BD5F86E8DAD7648B2CC_1566828226,2019-08-26T14:03:46.000Z,Traffic Hazard,30.2883,-97.754392,E Windsor Rd & Parkway,ARCHIVED,
8840675B649F219C1D0A37801D4AFE0CE6FAFAE9_1562890904,2019-07-12T00:21:44.000Z,Crash Urgent,30.148661,-97.854992,12300-12345 BRODIE LN,ARCHIVED,
568138FB951D9F68253812AF0F47CBACC3A79C42_1566087676,2019-08-18T00:21:16.000Z,Traffic Hazard,30.337554,-97.70096,7600-blk N Ih 35 Nb,ARCHIVED,
5B17ADC969018B102B802193F65FFEBC07494A2C_1566875284,2019-08-27T03:08:04.000Z,Crash Urgent,30.391404,-97.705951,1822-1908 W BRAKER LN,ARCHIVED,
6BCD402B6029418E0D07A18B88FEE81085294D6A_1567614755,2019-09-04T16:32:35.000Z,Crash Urgent,30.264089,-97.747796,1-99 Guadalupe St,ARCHIVED,
7340CA224C5C8D2B89562159A4D81D9225A20E65_1563055623,2019-07-13T22:07:03.000Z,Crash Urgent,30.272098,-97.755389,1106 W 6TH ST,ARCHIVED,
EE79CFC6DDF6B115A67C91FA940471B9FE90429B_1563814224,2019-07-22T16:50:24.000Z,Crash Service,30.267796,-97.745545,500 Lavaca St,ARCHIVED,
9A3785795B4105ED5FDD249A33CE12BB7B6EE664_1568641424,2019-09-16T13:43:44.000Z,Crash Service,30.302194,-97.661012,6400 ED BLUESTEIN BLVD SB,ARCHIVED,
25C7685AE236905BFD87C17FB31FE88021E89CAC_1569694261,2019-09-28T18:11:01.000Z,Traffic Hazard,30.276794,-97.637274,Fm 969 Rd & Decker Ln,ARCHIVED,
F9AFC47C733ED36985AA2E66CF879BD48B20E40F_1559862296,2019-06-06T23:04:56.000Z,Crash Urgent,30.475856,-97.764685,9125-9129 W PARMER LN,ARCHIVED,
DC0CC2A90246E4EB2B2F873298C5E6D4C9233C74_1567241337,2019-08-31T08:48:57.000Z,Crash Urgent,30.229854,-97.721311,2207 Wickersham Ln,ARCHIVED,
3C19EB2961D9D449E857615C28AA47615562BC87_1566761428,2019-08-25T19:30:28.000Z,Traffic Hazard,30.257293,-97.737167,800-815 Holly St,ARCHIVED,
15D1EE116284B85E5DE3E00564518367FE994DE7_1561581330,2019-06-26T20:35:30.000Z,Crash Urgent,30.288751,-97.752648,2401-2423 N Lamar Blvd,ARCHIVED,
B7341ADE93B73941045D59D28699793EECDF673D_1561477528,2019-06-25T15:45:28.000Z,Crash Service,30.297558,-97.640961,7200 Loyola Ln,ARCHIVED,
95576B444F9B7CD177F41A9D24EEC0BA4EBF8C49_1564389408,2019-07-29T08:36:48.000Z,Crash Service,30.198068,-97.76377,5717 S Ih 35 Svrd Nb,ARCHIVED,
3CAA7BA27FC68ED4F63C5458FDAA1B48038FE216_1568888862,2019-09-19T10:27:42.000Z,Crash Urgent,30.266918,-97.735027,717 E 7th St,ARCHIVED,
0DD8E2FE2969E0722430655502C0C0607A5B30BE_1562804494,2019-07-11T00:21:34.000Z,Traffic Hazard,30.283413,-97.72693,2200 N IH 35 NB,ARCHIVED,
773903B72B8835626035A23439016A04591DC73D_1569828538,2019-09-30T07:28:58.000Z,zSTALLED VEHICLE,30.178176,-97.821232,9400 Menchaca Rd,ARCHIVED,
23D202FB561C67AC5D22AE22F0E595ED35106B02_1561948086,2019-07-01T02:28:06.000Z,zSTALLED VEHICLE,30.211249,-97.779239,Ramble Ln & S 1st St,ARCHIVED,
9B3F8371A44671F4C79DABD4259CEC82A8B7F1A5_1566351225,2019-08-21T01:33:45.000Z,zSTALLED VEHICLE,30.274341,-97.731631,1400-blk N Ih 35 Sb,ARCHIVED,
D45A61D1E1A7032E2B2B123B1A39A1E86091C07F_1567025593,2019-08-28T20:53:13.000Z,COLLISN/ LVNG SCN,30.448869,-97.656096,W Pecan St & Central Commerce Dr,ARCHIVED,
C3484A5B2AF7A9443990E5C2133F81DEBD0044D7_1559322544,2019-05-31T17:09:04.000Z,Traffic Hazard,30.356785,-97.74596,7500 N Mopac Expy Nb,ARCHIVED,
D2DF16BEE9D37212D9DC0A9709C3A8579FEDCFFF_1560129336,2019-06-10T01:15:36.000Z,Traffic Hazard,30.315398,-97.756338,3651-4311 N Mopac Expy Nb,ARCHIVED,
E5C24FEF2E7AC4EA6E51308C08FBDCF083E70C20_1569891844,2019-10-01T01:04:04.000Z,zSTALLED VEHICLE,30.207873,-97.86942,Davis Ln & Beckett Rd,ARCHIVED,
0B9C57DB4F740E08A9A314C9428FC5E7ADDFF232_1565300189,2019-08-08T21:36:29.000Z,Crash Service,30.355989,-97.702036,8745 N Lamar Blvd,ARCHIVED,
67469575771DF48906920B2A850CCC7FD96DDD32_1560129628,2019-06-10T01:20:28.000Z,Traffic Hazard,30.194348,-97.886912,10405 Dedham Ct,ARCHIVED,
8B89A87165FE948DADEA6360F33A38D217F3D244_1559346784,2019-05-31T23:53:04.000Z,Crash Urgent,30.304654,-97.681234,5706 Manor Rd,ARCHIVED,
5DB0872F19AA1AE3D1CEFA62AE9877879C085253_1562226679,2019-07-04T07:51:19.000Z,COLLISION WITH INJURY,30.435969,-97.904281,Fm 2769 Rd & Yenawine Way,ARCHIVED,
4FD8BFB78D5291EB809D0BEAB33ACF4AE505E1DF_1568155709,2019-09-10T22:48:29.000Z,Crash Urgent,30.388502,-97.74437,9600 RESEARCH BLVD NB,ARCHIVED,
3CFC55B34E891B01039A034BD40231D1AF0C4114_1571598300,2019-10-20T19:05:00.000Z,Crash Urgent,30.285376,-97.663783,6100-6310 Fm 969 Rd,ARCHIVED,
056C6297A013D577FC9E3B677EF8389323981269_1568301380,2019-09-12T15:16:20.000Z,Traffic Hazard,30.454098,-97.801012,Firethorn Ln & Broken Shoe Trl,ARCHIVED,
10EE533687066D04D8C069BAEE84FF534B36CA92_1561161541,2019-06-21T23:59:01.000Z,Traffic Hazard,30.315322,-97.663583,7300-7302 Ed Bluestein Blvd Svrd Sb,ARCHIVED,
0864A91883AB86909614F36A588EE81376A25C45_1566401101,2019-08-21T15:25:01.000Z,Crash Urgent,30.229618,-97.767526,3616-3625 S 1st St,ARCHIVED,
541F30BE722D676339223F392B3E9B48DF7DD529_1569862195,2019-09-30T16:49:55.000Z,zSTALLED VEHICLE,30.405249,-97.663949,E Parmer Ln & Mc Callen Pass,ARCHIVED,
1205A6FDA6A91E671E94C3BDD4DFDA18A76CE36C_1560012450,2019-06-08T16:47:30.000Z,zSTALLED VEHICLE,30.193012,-97.77884,S Congress Ave & E William Cannon Dr,ARCHIVED,
0E51425BC6723D418B7C9E1894575DB504FFBAD8_1561031734,2019-06-20T11:55:34.000Z,Crash Urgent,30.27856,-97.730486,N Ih 35 Svrd Sb & E Martin Luther King Jr Blvd,ARCHIVED,
D9B55863436F0FDA0DB648E8B219654141FC8270_1569145224,2019-09-22T09:40:24.000Z,Traffic Hazard,30.343974,-97.714964,N Lamar Blvd & Morrow St,ARCHIVED,
539E322A4F4CC65780CE1E183AD98299538EC22C_1565669006,2019-08-13T04:03:26.000Z,COLLISION/PRIVATE PROPERTY,30.238624,-97.578743,15200 Lucian Dr,ARCHIVED,
FF330DC7FD79A765ECA8D1EC27CD3711D2C2946E_1566477142,2019-08-22T12:32:22.000Z,zSTALLED VEHICLE,30.215496,-97.750618,1600 E Ben White Blvd Svrd Eb,ARCHIVED,
D0EE345E31F83883D76B54EDD9964410ADBD191B_1561867541,2019-06-30T04:05:41.000Z,Traffic Hazard,30.372513,-97.75169,8112-8140 Raintree Pl,ARCHIVED,
BA5BFC9D29E57BDA5C45CF82D9FFF043329F313A_1568396641,2019-09-13T17:44:01.000Z,Crash Urgent,30.416259,-97.696936,2101-2137 W Parmer Ln,ARCHIVED,
E6F8447A0C2028A9723BD1FCBBD48B0AA5F2EBA0_1560584504,2019-06-15T07:41:44.000Z,Crash Service,30.467948,-97.797608,12811-13031 N FM 620 RD NB,ARCHIVED,
0DE1F0466A1DDBB39B3249511CD3FE60BE0D4D6C_1561373079,2019-06-24T10:44:39.000Z,Traffic Hazard,30.307965,-97.757829,3300 N Mopac Expy Sb,ARCHIVED,
AA15E7B810A9A4F8365AF533AA9D990872E0417F_1568204790,2019-09-11T12:26:30.000Z,Crash Service,30.204466,-97.758653,5107 S Ih 35 Svrd Nb,ARCHIVED,
